candidate_id,raw_refcode,source_doi,original_model_split,final_evaluation_split,exclusion_reason
mofsimplify_solvent_test_00355_UKIQOV,UKIQOV,10.1021/ic100378p,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00357_UMELAB,UMELAB,10.1039/C6CE00321D,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00365_VALXEO,VALXEO,10.1021/jacs.5b13491,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00372_XUJPOI,XUJPOI,10.1039/B902223F,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00373_XUJQAV,XUJQAV,10.1039/B902223F,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00382_WEDWUZ,WEDWUZ,10.1039/c2ce25214g,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00385_WITJUG,WITJUG,10.1021/cg401587r,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00395_XAKZAL,XAKZAL,10.1021/ic0486872,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00396_XAKZUF,XAKZUF,10.1021/ic0486872,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00397_XALBAO,XALBAO,10.1021/ic0486872,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00398_XALDEU,XALDEU,10.1021/ic0486872,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00399_XALDIY,XALDIY,10.1021/ic0486872,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00406_XILVIZ,XILVIZ,10.1002/chem.201302025,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00408_XOQXOR,XOQXOR,10.1021/om800678g,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00409_XOVVOU,XOVVOU,10.1021/cg701164u,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00416_YAZYIJ,YAZYIJ,10.1039/c2dt31090b,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00417_YAZZAC,YAZZAC,10.1039/c2dt31090b,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00420_YINDOQ,YINDOQ,10.1039/C3CE41801D,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00421_YODWUL,YODWUL,10.1039/C4CE00017J,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00424_YOYQUA,YOYQUA,10.1021/cg500833s,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00430_YUDFIO,YUDFIO,10.1039/C4QI00193A,test,excluded_train_source_overlap,source DOI group also present in training
